INSTNM,ADDR,CITY,STABBR,ZIP,CHFNM,CHFTITLE,GENTELE,WEBADDR,APPLURL,LONGITUD,LATITUDE
Laredo Beauty College Inc,3020 N Meadow Ave,Laredo,TX,78040,Peggy Dietrick,Owner,9567232059,www.laredobeautycollege.net/, ,-99.475786,27.523778
Laredo Community College,West End Washington St,Laredo,TX,78040-4395,Dr. Juan L. Maldonado,President,9567215394,www.laredo.edu,https://www.applytexas.org/adappj/parms/j_univ_info.WBX?s_sel_dest_abbr=&s_sel_dest_abbr_alpha=SLARM,-99.520772,27.506477
Texas A & M International University,5201 University Blvd,Laredo,TX,78041-1900,"Ray M. Keck, III",President,9563262001,tamiu.edu,www.applytexas.org/,-99.435225,27.573504
Lee College,511 S Whiting,Baytown,TX,77520,Dr. Dennis Brown,President,2814275611,www.lee.edu, ,-94.976724,29.731654
LeTourneau University,2100 S Mobberly Ave,Longview,TX,75607-7001,"Dale A. Lunsford, Ph.D.",President,9032333000,www.letu.edu,www.letu.edu/_Gateways/apply_general.html,-94.72726,32.467658
Lincoln College of Technology-Grand Prairie,2915 Alouette Drive,Grand Prairie,TX,75052,Paul R. McGuirk,Executive Director,9726605701,lincolntech.com,www.lincolnedu.com/campus/grand-prairie-tx,-97.056391,32.701684
Lubbock Hair Academy,2844 34th St,Lubbock,TX,79410,Phillip Vivial,CAO,8.06795E+12,www.lubbockhairacademy.com, ,-101.876609,33.563391
Lubbock Christian University,5601 19th Street,Lubbock,TX,79407-2099,"L. Tim Perrin, JD",President,8067968800,www.lcu.edu,www.lcu.edu/admissions/apply-now.html,-101.934816,33.576273
College of the Mainland,1200 Amburn Road,Texas City,TX,77591-2499,Beth Lewis,President,4099381211,www.com.edu,www.applytexas.org/adappc/gen/c_start.WBX,-94.999739,29.395514
University of Mary Hardin-Baylor,900 College St,Belton,TX,76513-2599,Dr. Randy O'Rear,President,8007278642,www.umhb.edu,www.umhb.edu/prospective/apps_and_forms.html,-97.463479,31.066798
McLennan Community College,1400 College Dr,Waco,TX,76708,Johnette McKown,President,2542998622,www.mclennan.edu,www.mclennan.edu/students/admissions/checklist/,-97.17287,31.590003
McMurry University,S 14th and Sayles Blvd,Abilene,TX,79697,Dr. Sandra Harper,President,3257933800,www.mcm.edu/,www.mcm.edu/newsite/web/enrollment/apply.htm,-99.750277,32.429551
Covenant School of Nursing and Allied Health,"2002 West Loop 289, Suite 120",Lubbock,TX,79407,Richard Parks,Chief Executive Officer,8067258900,cson.covenanthealth.org,https://covn.empower-xl.com,-101.947099,33.575704
Metroplex Beauty School,519 N Galloway,Mesquite,TX,75149-3405,Jimmy L Culver,Owner Director,9722885485,metroplexbeautyschool.info, ,-96.599222,32.771826
Midland College,3600 N Garfield,Midland,TX,79705,Stephen Thomas,President,4326854500,www.midland.edu,https://www.midland.edu/admissions/application-form2.php,-102.10539,32.028578
Midwestern State University,3410 Taft Blvd,Wichita Falls,TX,76308-2099,Dr. Jesse Rogers,President,9403974000,www.mwsu.edu,www.mwsu.edu/admissions/apply,-98.51774,33.877143
Mims Classic Beauty College,5121 Blanco Rd,San Antonio,TX,78216-8216,Neilana Mims Russell,Owner -Director,2103442041,www.mimsclassic.com, ,-98.507836,29.494868
Wade College,"1950 N. Stemmons Freeway, Suite 4080 Dallas INFOMART",Dallas,TX,75207,Harry Davros,President,2146373530,www.wadecollege.edu,www.wadecollege.edu/admissions/wade-college-application/,-96.819524,32.80086
Southern Careers Institute-Austin,2301 S Congress Ste 27,Austin,TX,78704,Jacob Mayhew,Chief Executive Officer,5124377500,www.scitexas.edu, ,-97.751369,30.239114
Mountain View College,4849 West Illinois Ave.,Dallas,TX,75211-6599,Felix A. Zamora,President,2148608680,www.dcccd.edu, ,-96.903798,32.726573
Everest Institute-San Antonio,6550 First Park Ten,San Antonio,TX,78213,Stephanie Byrd,Campus President,2.10733E+12,www.everest.edu/campus/san_antonio, ,-98.540709,29.488572
Tint School of Makeup and Cosmetology-Irving,2716 W. Irving Blvd,Irving,TX,75061-4235,Amanda Ortega,Director,9.72513E+13,www.tintschoolofmakeupandcosmetology.com,www.tintschoolofmakeupandcosmetology.com,-96.98076,32.829662
Navarro College,3200 W 7th Avenue,Corsicana,TX,75110,Dr. Barbara Kavalier,District President,9038746501,www.navarrocollege.edu,https://www.applytexas.org/adappc/gen/c_start.WBX,-96.498738,32.076066
Neilson Beauty College,416 W Jefferson Blvd,Dallas,TX,75208,Yolanda Mendez,Owner,2149460458,www.neilsonbeautycollege.com, ,-96.829149,32.742919
Lone Star College System,5000 Research Forest Drive,The Woodlands,TX,77381-4399,Richard Carpenter,Chancellor,8328136500,www.lonestar.edu, ,-95.490077,30.188408
North Lake College,5001 North MacArthur Blvd.,Irving,TX,75038-3899,Christa Slejko,Interim President,9722733000,www.northlakecollege.edu/Pages/default.aspx,https://www1.dcccd.edu/stuapp/,-96.967106,32.871878
University of North Texas,1501 W.Chestnut Ave.,Denton,TX,76203-1277,V. Lane Rawlins,President,9405652000,www.unt.edu,www.unt.edu/vwbk/admission.htm,-97.151211,33.210958
Northeast Texas Community College,2886 FM 1735,Mount Pleasant,TX,75455,Bradley Johnson,President,9034348100,www.ntcc.edu,https://www.applytexas.org/adappc/gen/c_start.WBX,-94.881862,33.104937
Northwood University-Texas,1114 W FM 1382,Cedar Hill,TX,75104-1204,Keith A. Pretty,President,9722911541,www.northwood.edu,https://admissions.northwood.edu/,-96.967103,32.607123
Oblate School of Theology,285 Oblate Dr,San Antonio,TX,78216-6693,Rev. Ronald Rolheiser,President,2103411366,www.ost.edu, ,-98.503348,29.505488
Ocean Corporation,10840 Rockley Rd,Houston,TX,77099,John S. Wood,President,2817763322,www.oceancorp.com, ,-95.570272,29.665485
Odessa College,201 W University Blvd,Odessa,TX,79764,Gregory D. Williams,President,4323356400,www.odessa.edu,www.odessa.edu/dept/admissions/application.htm,-102.381919,31.866295
Ogle School Hair Skin Nails-Arlington,"2200 West Park Row Drive, Suite 102",Arlington,TX,76013-7400,John Blair,President/COO,8172745088,www.ogleschool.com,www.ogleschool.com,-97.140672,32.721297
Ogle School Hair Skin Nails-Ft Worth,"6125 Southwest Loop 820, Suite 128",Fort Worth,TX,76132-3638,John Blair,President/COO,8176651329,www.ogleschool.com,www.ogleschool.com,-97.380376,32.673847
Our Lady of the Lake University,411 SW 24th St,San Antonio,TX,78207-4689,Sister Jane Ann Slater,President,2104346711,www.ollusa.edu,admissions.ollusa.edu/s/1190/ollu.aspx?sid=1190&gid=1&pgid=257,-98.54395,29.425611
The University of Texas-Pan American,1201 W University Dr,Edinburg,TX,78539-2999,Dr. Robert S. Nelsen,President,9566652011,www.utpa.edu,www.applytexas.org,-98.172112,26.306629
The University of Texas at Brownsville,One West University Boulevard,Brownsville,TX,78520,Juliet Garcia,President,9568828200,WWW.UTB.EDU,www.utb.edu/em/fa/Pages/OnlineForms.aspx,-97.486644,25.893584
Panola College,1109 W Panola St,Carthage,TX,75633-2397,Gregory Powell,President,9036932000,www.panola.edu,https://www.applytexas.org/adappc/html/preview_13.html,-94.356258,32.15625
Paris Junior College,2400 Clarksville St,Paris,TX,75460,"Pamela Anglin, Ed.D.",President,9037857661,www.parisjc.edu/,https://www.applytexas.org/adappc/gen/c_start.WBX?s_logon_msg=Y,-95.529301,33.651072
Paul Quinn College,3837 Simpson Stuart Rd,Dallas,TX,75241,Mr. Michael Sorrell,President,2143795577,www.pqc.edu, ,-96.755864,32.677195
Prairie View A & M University,FM 1098 Road & University Drive,Prairie View,TX,77446,George C. Wright,President,9362613311,www.pvamu.edu,www.applytexas.org/adappc/gen/c_start.WBX?s_logon_msg=Y,-95.992066,30.094591
Ranger College,1100 College Circle,Ranger,TX,76470,Dr. William J. Campion,President,2546473234,www.rangercollege.edu,www.rangercollege.edu,-98.68041,32.466916
Aviation Institute of Maintenance-Houston,7651 Airport Blvd.,Houston,TX,77061,Aaron Armendariz,Campus Executive Director,7136447777,www.aviation.edu/AIM-Houston/default.aspx, ,-95.28262,29.65852
Rice University,6100 S Main,Houston,TX,77005-1827,David W. Leebron,President,7133480000,www.rice.edu,futureowls.rice.edu/futureowls/Apply.asp,-95.403625,29.716485
Richland College,12800 Abrams Rd.,Dallas,TX,75243-2199,Dr. Kay Eggleston,President,9722386100,www.richlandcollege.edu/,www1.dcccd.edu/stuapp/,-96.730505,32.922141
Kaplan College-McAllen,1500 S. Jackson,McAllen,TX,78503-1625,Leticia Ventura,President,9566301499,www.kaplancollege.com/mcallen-tx/, ,-98.207067,26.186109
Saint Edward's University,3001 S Congress Ave,Austin,TX,78704-6489,George E Martin,President,5124488400,www.stedwards.edu,www.stedwards.edu/admission/onlineapplication,-97.75763,30.229844
St Philip's College,1801 Martin Luther King Dr,San Antonio,TX,78203-2098,Dr. Adena Williams Loston,President,2104862000,www.alamo.edu/spc/,www.applytexas.org/adappc/gen/c_start.WBX,-98.452987,29.41456
University of St Thomas,3800 Montrose Blvd,Houston,TX,77006-4696,Dr. Robert Ivany,President,7135227911,www.stthom.edu,https://www.applyweb.com/apply/stthomug/,-95.394178,29.738113
Sam Houston State University,1806 Ave J,Huntsville,TX,77340,Dr. Dana L. Gibson,President,9362941111,www.shsu.edu/,www.shsu.edu/admissions/apply-texas.html,-95.5519,30.7247
San Antonio College,1300 San Pedro Ave,San Antonio,TX,78212-4299,Dr. Robert Zeigler,President,2104860000,www.alamo.edu/sac,www.applytexas.org/adappc/gen/c_start.WBX,-98.496302,29.445227
San Jacinto Community College,8060 Spencer Hwy,Pasadena,TX,77501-2007,Dr. Brenda Hellyer,Chancellor,2819986150,www.sjcd.edu,www.sanjac.edu/apply,-95.115941,29.660335
Schreiner University,2100 Memorial Blvd,Kerrville,TX,78028-5697,C. Timothy Summerlin,President,8003434919,www.schreiner.edu,www.schreiner.edu/admission/apply.aspx,-99.131076,30.03108
Seguin Beauty School-Seguin,102 E Court St,Seguin,TX,78155,Joseph P Evans,Administrator,8303720935,www.seguinbeautyschool.net, ,-97.964447,29.569092
St Mary's University,One Camino Santa Maria,San Antonio,TX,78228-8586,"Thomas M. Mengler, J.D.",President,2104363011,www.stmarytx.edu/,www.stmarytx.edu/admission/apply/,-98.564307,29.451793
South Plains College,1401 S. College Ave,Levelland,TX,79336,Kelvin Sharp,President,8.06895E+13,www.southplainscollege.edu/,www.southplainscollege.edu/information-for/future-spc-students/futureadmissions.php,-102.365075,33.575904
South Texas Barber College Inc,3917 Ayers,Corpus Christi,TX,78415,Juan A Garcia,Owner,3618550262,www.southtexasbarbercollege.net, ,-97.41707,27.752904
South Texas College of Law,1303 San Jacinto Street,Houston,TX,77002-7006,Donald J. Guter,President and Dean,7136598040,www.stcl.edu,www.stcl.edu/admissions,-95.364882,29.753391
South Texas Vo-Tech Institute,2419 E Haggar Ave,Weslaco,TX,78596,Jose Cortez,Executive Director,9569691564,www.stvt.edu, ,-97.965229,26.171555
South Texas Vocational Technical Institute-McAllen,2400 Daffodil Ave.,McAllen,TX,78501,Jose Gonzalez,Executive Director,9566311107,www.stvt.edu,www.stvt.edu,-98.242566,26.233242
Southern Methodist University,6425 Boaz St,Dallas,TX,75275-0221,R Gerald Turner,President,2147682000,www.smu.edu,www.smu.edu/Admission/Apply,-96.784855,32.845254
Southwest School of Business and Technical Careers-San Antonio,602 W. Southcross,San Antonio,TX,78221-0138,Ahmad Dib,President,8306267007,www.sws.edu,www.sws.edu,-98.517333,29.36776
Southwest Institute of Technology,5424 Hwy 290 W Ste 214,Austin,TX,78735,Howard Roose,Director,5128922640,www.swse.net, ,-97.839225,30.237528
Southwest Texas Junior College,2401 Garner Field Rd,Uvalde,TX,78801-6297,Dr. Hector Gonzales,President,8302784401,www.swtjc.net,aa.swtjc.edu/apply/secure/adm_login.asp,-99.741245,29.219676
Southwestern Assemblies of God University,1200 Sycamore,Waxahachie,TX,75165,Kermit Bridges,President,8889377248,www.sagu.edu, ,-96.85315,32.405477
Southwestern University,1001 University Ave,Georgetown,TX,78626,Edward B. Burger,President,5128636511,www.southwestern.edu,www.southwestern.edu/admission/apply/index.php,-97.664637,30.635194
Stephen F Austin State University,"2008 Alumin Drive, Rusk 206",Nacogdoches,TX,75961,Baker Pattillo,President,9364682011,www.sfasu.edu,www.sfasu.edu/admissions/prospective.asp,-94.58546,31.58562
Texas State University,601 University Dr,San Marcos,TX,78666,Denise Trauth,President,5122452111,www.txstate.edu,https://www.applytexas.org/adappc/gen/c_start.WBX,-97.936392,29.889202
Southwestern Adventist University,100 W Hillcrest,Keene,TX,76059,Eric D. Anderson,President,8176453921,www.swau.edu/,https://forms.swau.edu/admission/,-97.328511,32.397136
Southwestern Christian College,200 Bowser Circle,Terrell,TX,75160-4812,Jack Evans,President,9.72524E+12,www.swcc.edu,www.swcc.edu/onlineapplication.htm,-96.286747,32.735778
Sul Ross State University,HWY 90 East,Alpine,TX,79832,Ricardo Maestas,President,4328378011,www.sulross.edu,www.applytexas.org/adappc/gen/c_start.WBX?s_logon_msg=Y,-103.65007,30.363418
Tarleton State University,1333 W. Washington,Stephenville,TX,76401-0000,F. Dominic Dottavio,President,2549689000,www.tarleton.edu,www.tarleton.edu/admissions/index.html,-98.22008,32.215665
Tarrant County College District,1500 Houston St,Fort Worth,TX,76102-6524,Erma Johnson Hadley,Chancellor,8175155100,www.tccd.edu,www.tccd.edu,-97.327948,32.747501
Temple College,2600 S 1st St,Temple,TX,76504-7435,Glenda Barron,President,2542988282,www.templejc.edu,www.applytexas.org/adappc/gen/c_start.WBX,-97.351031,31.070607
University of Texas Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,TX,75390-9096,"Daniel K. Podolsky, M.D.",President,2146483606,www.utsouthwestern.edu, ,-96.842311,32.819539
The University of Texas Health Science Center at San Antonio,7703 Floyd Curl Dr,San Antonio,TX,78229-3900,"Henrich, William L., M.D,",President,2105672621,www.uthscsa.edu,studentservices.uthscsa.edu/prospects_apply.aspx,-98.57606,29.504716
The University of Texas Medical Branch,301 University Blvd,Galveston,TX,77555-0129,"David L. Callender, M.D.",President,4097721011,www.utmb.edu,www.utmb.edu/enrollmentservices/,-94.776401,29.311333
Texas State Technical College-System,3801 Campus Dr,Waco,TX,76705,Mike Reeser,Chancellor,2547993611,www.tstc.edu,https://webadvisor.tstc.edu/WA/cgi-bin/wwiz.exe/wwiz.asp?wwizmstr=WEB.ADMAPP,-97.083512,31.637398
Texas State Technical College-Waco,3801 Campus Drive,Waco,TX,76705,"Dr. Elton E. Stuckly, Jr.",President,8007928784,www.waco.tstc.edu,www.waco.tstc.edu,-97.083675,31.637387
Texarkana College,2500 N Robison Rd,Texarkana,TX,75599,James Henry Russell,President,9038233456,www.texarkanacollege.edu,www.applytexas.org,-94.078821,33.441916
Texas A & M University-Kingsville,955 University Blvd,Kingsville,TX,78363,Dr. Steven H. Tallant,President,3615932111,WWW.TAMUK.EDU,https://www.applytexas.org/adappc/gen/c_start.WBX,-97.882342,27.524852
Texas A & M University-Galveston,200 Seawolf Parkway,Galveston,TX,77554,Robert Smith,President and CEO,4097404889,www.tamug.edu,www.applytexas.org/adappc/gen/c_start.WBX?s_logon_msg=Y,-94.818532,29.315257
Texas A & M University-College Station,805 Rudder Tower,College Station,TX,77843-1244,Mark A. Hussey,Interim President,9798453211,www.tamu.edu,admissions.tamu.edu/freshmen/default.aspx,-96.340322,30.613226
Texas A & M University-System Office,301 Tarrow,College Station,TX,77840-7896,John Sharp,Chancellor,9794586000,tamus.edu, ,-96.327381,30.63701
The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,Dr. Vistasp Karbhari,President,8172722011,WWW.UTA.EDU,https://www.applytexas.org/adappc/gen/c_start.WBX,-97.115087,32.728437
The University of Texas at Austin,2400 Inner Campus Drive,Austin,TX,78712,"William Powers, Jr.",President,5124713434,www.utexas.edu,bealonghorn.utexas.edu/services/apply/apply/index.html,-97.737279,30.284733
The University of Texas at Dallas,800 West Campbell  Road,Richardson,TX,75080-3021,Dr. David E. Daniel,President,9728832111,www.utdallas.edu,www.utdallas.edu/enroll/apply/index.php,-96.748371,32.989432
The University of Texas at El Paso,500 W. University Ave,El Paso,TX,79968-0691,Diana Natalicio,President,9157475000,www.utep.edu,https://www.applytexas.org/adappc/gen/c_start.WBX,-106.50356,31.771697
The University of Texas at Tyler,3900 University Blvd,Tyler,TX,75799-6699,Rodney Mabry,President,9035667000,www.uttyler.edu/,https://www.applytexas.org/,-95.249096,32.314724
Texas Chiropractic College Foundation Inc,5912 Spencer Hwy,Pasadena,TX,77505-1699,"Dr. Richard Brassard, D.C.",President,2814871170,www.txchiro.edu,www.txchiro.edu,-95.15012,29.66482
Texas Christian University,2800 S University Dr,Fort Worth,TX,76129,"Victor J. Boschini, Jr.",Chancellor,8172577000,www.tcu.edu/,admissions.tcu.edu/apply/default.asp,-97.361537,32.709568
Texas College,2404 N. Grand Avenue,Tyler,TX,75702,Dr. Dwight J. Fennell,President,9.03594E+13,www.texascollege.edu,www.texascollegeonline.net/admissionsapp.asp,-95.312259,32.374185
University of North Texas Health Science Center,3500 Camp Bowie Blvd,Fort Worth,TX,76107-2699,"Michael Williams, DO, MD, MBA",President,8177352000,www.hsc.unt.edu, ,-97.368897,32.749818
Texas Lutheran University,1000 W. Court St,Seguin,TX,78155-5999,Dr. Stuart Dorsey,President,8303728000,www.tlu.edu,https://apply.tlu.edu/welcome,-97.984601,29.573274
The University of Texas of the Permian Basin,4901 E University,Odessa,TX,79762-0001,W. David Watts,President,4325522020,www.utpb.edu,ss.utpb.edu/admissions/apply-now/,-102.329634,31.889509
The University of Texas at San Antonio,One UTSA Circle,San Antonio,TX,78249-1644,Ricardo Romo,President,2104584011,www.utsa.edu/,www.applytexas.org,-98.621386,29.582418
Texas School of Business-North Campus,711 East Airtex Dr,Houston,TX,77073,Greg Garrett,Campus President,2814437300,www.tsb.edu/houston-tx/, ,-95.4125,29.98361
Texas Southern University,3100 Cleburne St,Houston,TX,77004,"John M. Rudley, Ph.D.",President,7133137011,www.tsu.edu,https://www.applytexas.org/adappc/gen/c_start.WBX,-95.361961,29.722468
The University of Texas System Office,601 Colorado Street,Austin,TX,78701-2982,"Francisco G. Cigarroa, M.D.",Chancellor,5124994200,www.utsystem.edu, ,-97.743813,30.268651
Texas Tech University,Broadway and University Avenue,Lubbock,TX,79409-5005,"M. Duane Nellis, Ph.D",President,8067422011,www.ttu.edu,www.applytexas.org/,-101.876917,33.580309
Texas Vocational Schools Inc,1921 E Red River,Victoria,TX,77901-5625,Linda Simmons,Director,3615754768,www.texasvocationalschools.com, ,-96.985036,28.813791
Texas Wesleyan University,1201 Wesleyan St,Fort Worth,TX,76105-1536,Frederick G. Slabach,President,8175314444,www.txwes.edu,txwes.edu/admissions/apply-now/,-97.279631,32.733314
Texas Woman's University,304 Administration Dr,Denton,TX,76201,Ann Stuart,Chancellor and President,9408982000,www.twu.edu,www.applytexas.org/,-97.129088,33.227002
Trinity University,One Trinity Place,San Antonio,TX,78212-7200,Dennis Ahlburg,President,2109997011,www.trinity.edu,journey.trinity.edu,-98.482577,29.46286
The University of Texas Health Science Center at Houston,7000 Fannin,Houston,TX,77030,"Giuseppe Colasurdo, MD",President ad interim,7135004472,www.uth.edu/,registrar.uth.tmc.edu/Admissions/appformslist.htm,-95.403183,29.702873
Texas State Technical College-Harlingen,1902 North Loop 499,Harlingen,TX,78550-3697,Dr. Cesar Maldonado,President,9563644000,www.harlingen.tstc.edu, ,-97.666348,26.219333
Texas State Technical College-West Texas,300 Homer K. Taylor Drive,Sweetwater,TX,79556,Kyle Smith,Interim President,3252357300,www.westtexas.tstc.edu,webadvisor.tstc.edu/WA/cgi-bin/wwiz.exe/wwiz.asp?wwizmstr=WEB.ADMAPP,-100.474926,32.462704
Texas Tech University Health Sciences Center,3601 4th Street,Lubbock,TX,79430,"Tedd L. Mitchell, M.D.",President,8067431000,www.ttuhsc.edu, ,-101.89359,33.593227
Tyler Junior College,1400 East Fifth Street,Tyler,TX,75701,Mike Metke,President,9035102200,WWW.TJC.EDU,https://www.tjc.edu/info/20001/apply_to_tjc,-95.284129,32.336015
University of Houston-System Administration,212 Ezekiel Cullen Building,Houston,TX,77204-2018,Dr. Renu Khator,Chancellor/President,7137431000,www.uh.edu,www.uh.edu/admissions/,-95.345247,29.720086
Universal Technical Institute of Texas Inc.,721 Lock Haven Dr.,Houston,TX,77073,Mr. Jesus Miranda,Campus President,9725052200,www.uti.edu,www.uti.edu,-95.41212,29.990492
University of Cosmetology Arts & Sciences-McAllen,8401 N 10th St,McAllen,TX,78504,Lucinda S. Leyva,President,9566879444,www.ucastx.com,www.ucastx.com,-98.219594,26.268873
Vernon College,4400 College Dr.,Vernon,TX,76384-4092,"Dusty R. Johnston, Ed.D.",President,9405526291,www.vernoncollege.edu,https://www.applytexas.org/adappc/gen/c_start.WBX?s_logon_msg=Y,-99.319094,34.159298
Victoria Beauty College Inc,1508 N Laurent St,Victoria,TX,77901-6233,Rhonda Floyd,President Owner,3615754526,www.victoriabeautycollegeinc.com, ,-96.990829,28.80744
Victoria College,2200 E Red River,Victoria,TX,77901,Dr. Thomas Butler,President,3615733291,www.victoriacollege.edu,www.victoriacollege.edu/admissions,-96.979234,28.816451
Vogue College of Cosmetology-McAllen,800 Fern Avenue,McAllen,TX,78501-1945,Teena O. Ball,Owner / President,9566876149,voguebeautycollege.com, ,-98.223001,26.23253
Wayland Baptist University,1900 W 7th St.,Plainview,TX,79072,Paul W. Armes,President,8062911000,www.wbu.edu,www.wbu.edu/admission/steps_to_apply/default.htm,-101.729564,34.186673
Weatherford College,225 College Park Drive,Weatherford,TX,76086-5699,Kevin Eaton,President,8002875471,www.wc.edu,www.wc.edu/financialaid/application-process,-97.792652,32.740658
West Texas A & M University,2501 4th Ave,Canyon,TX,79016-0001,Dr. J. Patrick O'Brien,President/CEO,8066510000,www.wtamu.edu,www.applytexas.org,-101.9158,34.981996
Western Texas College,6200 College Ave,Snyder,TX,79549,Barbara Beebe,President,3255738511,www.wtc.edu,www.wtc.edu/uploads/appsforms/admissionapplication.pdf,-100.914369,32.678586
Wharton County Junior College,911 Boling Hwy,Wharton,TX,77488,Betty McCrohan,President,9795324560,www.wcjc.edu,www.applytexas.org/adappc/gen/c_start.WBX,-96.085199,29.324294
Wiley College,711 Wiley Ave,Marshall,TX,75670,Haywood  L. Strickland,President and CEO,9039273300,wileyc.edu,wileyc.edu/students/apply.asp,-94.376821,32.537646
AmeriTech College-Provo,2035 North 550 West,Provo,UT,84604,Kenneth Bentley,CEO,8013772900,www.ameritech.edu,www.ameritech.edu,-111.66803,40.26136
Bridgerland Applied Technology College,1301 North 600 West,Logan,UT,84321,James White,Vice President for Student Services,4357536780,www.batc.edu, ,-111.850619,41.756188
Brigham Young University-Provo,Main Campus,Provo,UT,84602,Cecil O. Samuelson,President,8014224636,www.byu.edu,besmart.com/Admissions,-111.649281,40.250851
Brigham Young University-Hawaii,55-220 Kulanui Street,Laie,HI,96762-1294,Steven C. Wheelwright,President,8086753211,www.byuh.edu/,www.besmart.com/,-157.925358,21.641172
Broadview University-West Jordan,1902 W 7800 S,West Jordan,UT,84088,Kenneth McCarthy,Chief Financial Officer,8.01304E+13,www.broadviewuniversity.edu, ,-111.92378,40.700265
Cameo College of Essential Beauty,124 East 5770 South,Murray,UT,84107,Brenda G Scharman,Owner,8017475700,www.cameocollege.com,www.cameocollege.com,-111.888447,40.644877
Sherman Kendall Academy-Salt Lake City,2230 S 700 E,Salt Lake City,UT,84106,Corey DeCamp,President,8014860101,www.shermankendall.com, ,-111.871625,40.722523
Sherman Kendall Academy-Midvale,7353 S 900 E,Midvale,UT,84047,Corey Decamp,President,8015615610,www.shermankendall.com, ,-111.865553,40.618239
Davis Applied Technology College,550 E 300 S,Kaysville,UT,84037-2699,Michael Bouwhuis,Campus President,8015932500,www.datc.edu,www.datc.edu/apply-now,-111.925227,41.028956
Dixie State University,225 S 700 E,Saint George,UT,84770-3876,Stephen D. Nadauld,President,4356527500,www.dixie.edu/,https://bannersec.dixie.edu/proddad/bwskalog.P_DispLoginNon,-113.565894,37.103875
Evans Hairstyling College-Cedar City,169 N 100 W,Cedar City,UT,84720,Derk M. Evans,President/Owner/Instructor,4355864486,evanscollege.com, ,-113.064394,37.679851
Evans Hairstyling College-St George,955 E Tabernacle,Saint George,UT,84770,Robert Evans,Owner,4356736128,evanscollege.com, ,-113.56287,37.108487
Paul Mitchell the School-Salt Lake City,1969 East Murray Holladay Rd,Holiday,UT,84117,Shawn Trujillo,Owner - Director,8012664693,saltlake.paulmitchell.edu/, ,-111.835864,40.666682
Eagle Gate College-Murray,5588 South Green Street,Murray,UT,84123-6965,Janet Head,Operations Director,8.01334E+13,EAGLEGATECOLLEGE.EDU, ,-111.903609,40.649984
ITT Technical Institute-Murray,920 W Levoy Dr,Murray,UT,84123,Chris Bowcutt,Director,8012633313,www.itt-tech.edu, ,-111.917405,40.674978
Latter-day Saints Business College,95 North 300 West,Salt Lake City,UT,84101-3500,J. Lawrence Richards,President,8015248100,www.ldsbc.edu, ,-111.900382,40.771022
Everest College-Salt Lake City,3280 W 3500 S,West Valley City,UT,84119-2632,Natalie Williams,President,8018404800,www.everest.edu/campus/salt_lake_city, ,-111.969493,40.697058
Ogden-Weber Applied Technology College,200 N Washington Blvd,Ogden,UT,84404-4089,Collette Mercier,Campus President,8016278300,www.owatc.edu, ,-111.96314,41.263419
Snow College,150 E College Ave,Ephraim,UT,84627,Scott L. Wyatt,President,4352837000,www.snow.edu,www.utahmentor.org/applications/snow_college/apply.html,-111.581543,39.361112
Southern Utah University,351 West University Blvd,Cedar City,UT,84720,Scott Wyatt,President,4355867700,www.suu.edu/,www.suu.edu/prostu/apply.html,-113.070146,37.674617
Stevens-Henager College-Ogden,1350 W. 1890 S.,West Haven,UT,84401,Vicky L Dewsnup,President,8.01622E+13,www.stevenshenager.edu, ,-112.011617,41.232847
Stevens-Henager College of Business-Provo,1476 Sandhill Road,Orem,UT,84058,Kenneth Plant,Executive Director,8.01418E+13,www.stevenshenager.edu/locations/st-george,www.stevenshenager.edu/request-info,-111.713264,40.269691
Uintah Basin Applied Technology College,1100 E Lagoon St    124-5,Roosevelt,UT,84066,Dave Woolstenhulme,President,4357226900,www.ubatc.edu/, ,-109.9771,40.300205
Utah State University,Old Main Hill,Logan,UT,84322-1400,Stan L. Albrecht,President,4357971000,www.usu.edu,www.usu.edu/admissions/applyonline/,-111.81391,41.740748
Utah Valley University,800 W University Parkway,Orem,UT,84058-5999,Matthew S. Holland,College President,8018638000,www.uvu.edu,www.uvu.edu/admissions/,-111.717058,40.278512
Salt Lake Community College,4600 S Redwood Rd,Salt Lake City,UT,84123,Cynthia Bioteau,President,8019574111,www.slcc.edu,www.slcc.edu/gettingstarted/index.asp,-111.942809,40.671575
University of Utah,"201 Presidents Circle, ROOM 203",Salt Lake City,UT,84112-9008,David W. Pershing,President,8015817200,www.utah.edu,https://www.acs.utah.edu/prod/bin/student/admission-application?targetPage=AdmApplicationInformationPage&cmd=init,-111.846044,40.762484
Weber State University,3848 Harrison Blvd,Ogden,UT,84408-1137,Dr. Charles A. Wight,President,8016266000,www.weber.edu,www.weber.edu/admissions/studentapplication.html,-111.94484,41.19258
Westminster College,1840 South 1300 East,Salt Lake City,UT,84105,Brian Levin-Stankevich,President,8014847651,www.westminstercollege.edu,www.westminstercollege.edu/admissions_freshmen/index.cfm?parent=2935&detail=2941,-111.855553,40.731495
Bennington College,One College Drive,Bennington,VT,05201-6003,Mariko Silver,President,8024425401,www.bennington.edu,https://myfinancialaid.bennington.edu/NetPartnerStudent/Logon.aspx?ReturnUrl=%2fNetPartnerStudent%2fDefault.aspx,-73.237498,42.92004
